"Var1","Freq","SurveyName","Country","StartYear"
"Never Used",0.765480886962855,"TLIR71FL.DTA","Timor-Leste",2016
"Current User",0.193270955464765,"TGIR61FL.DTA","Togo",2013
"Former User",0.14602092924372,"TGIR61FL.DTA","Togo",2013
"Never Used",0.660708115291515,"TGIR61FL.DTA","Togo",2013
"Current User",0.497417649286255,"TRIR61FL.DTA","Turkey",2013
"Former User",0.151788871706696,"TRIR61FL.DTA","Turkey",2013
"Never Used",0.35079347900705,"TRIR61FL.DTA","Turkey",2013
"Current User",0.236333477944491,"UGIR60FL.DTA","Uganda",2011
"Former User",0.226185038641756,"UGIR60FL.DTA","Uganda",2011
"Never Used",0.537481483413753,"UGIR60FL.DTA","Uganda",2011
"Current User",0.30267530691348,"UGIR7BFL.DTA","Uganda",2016
"Former User",0.267860514320607,"UGIR7BFL.DTA","Uganda",2016
"Never Used",0.429464178765913,"UGIR7BFL.DTA","Uganda",2016
"Current User",0.351445222212295,"ZMIR61FL.DTA","Zambia",2013
"Former User",0.204690880559466,"ZMIR61FL.DTA","Zambia",2013
"Never Used",0.44386389722824,"ZMIR61FL.DTA","Zambia",2013
"Current User",0.353658237819581,"ZMIR71FL.DTA","Zambia",2018
"Former User",0.239175202328572,"ZMIR71FL.DTA","Zambia",2018
"Never Used",0.407166559851847,"ZMIR71FL.DTA","Zambia",2018
"Current User",0.413259761798994,"ZWIR62FL.DTA","Zimbabwe",2010
"Former User",0.225441037923728,"ZWIR62FL.DTA","Zimbabwe",2010
"Never Used",0.361299200277277,"ZWIR62FL.DTA","Zimbabwe",2010
"Current User",0.485542974757495,"ZWIR71FL.DTA","Zimbabwe",2015
"Former User",0.194046843785127,"ZWIR71FL.DTA","Zimbabwe",2015
"Never Used",0.320410181457379,"ZWIR71FL.DTA","Zimbabwe",2015
