Var1,Var2,Freq,SurveyName,Country,StartYear
15-24,Never Used,0.254731015,KHIR73FL.DTA,Cambodia,2014
25-39,Never Used,0.121710972,KHIR73FL.DTA,Cambodia,2014
40-49,Never Used,0.09251592,KHIR73FL.DTA,Cambodia,2014
15-24,Current User,0.09365869,CMIR61FL.DTA,Cameroon,2011
25-39,Current User,0.112746115,CMIR61FL.DTA,Cameroon,2011
40-49,Current User,0.03053847,CMIR61FL.DTA,Cameroon,2011
15-24,Former User,0.0605748,CMIR61FL.DTA,Cameroon,2011
25-39,Former User,0.096001664,CMIR61FL.DTA,Cameroon,2011
40-49,Former User,0.038638482,CMIR61FL.DTA,Cameroon,2011
15-24,Never Used,0.281124629,CMIR61FL.DTA,Cameroon,2011
25-39,Never Used,0.200332375,CMIR61FL.DTA,Cameroon,2011
40-49,Never Used,0.086384775,CMIR61FL.DTA,Cameroon,2011
15-24,Current User,0.014003034,TDIR71FL.DTA,Chad,2014
25-39,Current User,0.032367303,TDIR71FL.DTA,Chad,2014
40-49,Current User,0.007179313,TDIR71FL.DTA,Chad,2014
15-24,Former User,0.006607085,TDIR71FL.DTA,Chad,2014
25-39,Former User,0.018398732,TDIR71FL.DTA,Chad,2014
40-49,Former User,0.006987811,TDIR71FL.DTA,Chad,2014
15-24,Never Used,0.374021059,TDIR71FL.DTA,Chad,2014
25-39,Never Used,0.393701272,TDIR71FL.DTA,Chad,2014
40-49,Never Used,0.14673439,TDIR71FL.DTA,Chad,2014
15-24,Current User,0.037195027,KMIR61FL.DTA,Comoros,2012
25-39,Current User,0.079434755,KMIR61FL.DTA,Comoros,2012
40-49,Current User,0.019947336,KMIR61FL.DTA,Comoros,2012
15-24,Former User,0.01662136,KMIR61FL.DTA,Comoros,2012
25-39,Former User,0.049055836,KMIR61FL.DTA,Comoros,2012
40-49,Former User,0.016418891,KMIR61FL.DTA,Comoros,2012
15-24,Never Used,0.379801162,KMIR61FL.DTA,Comoros,2012
25-39,Never Used,0.29792617,KMIR61FL.DTA,Comoros,2012
40-49,Never Used,0.103599465,KMIR61FL.DTA,Comoros,2012
15-24,Current User,0.171634199,CGIR60FL.DTA,Congo,2011
25-39,Current User,0.226073302,CGIR60FL.DTA,Congo,2011
40-49,Current User,0.045715203,CGIR60FL.DTA,Congo,2011
15-24,Former User,0.05828074,CGIR60FL.DTA,Congo,2011
25-39,Former User,0.109709353,CGIR60FL.DTA,Congo,2011
40-49,Former User,0.04638495,CGIR60FL.DTA,Congo,2011
15-24,Never Used,0.160772884,CGIR60FL.DTA,Congo,2011
25-39,Never Used,0.120274783,CGIR60FL.DTA,Congo,2011
40-49,Never Used,0.061154585,CGIR60FL.DTA,Congo,2011
15-24,Current User,0.122856018,DRIR61FL.DTA,Dominican Republic,2013
25-39,Current User,0.270623238,DRIR61FL.DTA,Dominican Republic,2013
40-49,Current User,0.157306184,DRIR61FL.DTA,Dominican Republic,2013
15-24,Former User,0.077211633,DRIR61FL.DTA,Dominican Republic,2013
25-39,Former User,0.096514797,DRIR61FL.DTA,Dominican Republic,2013
40-49,Former User,0.036607873,DRIR61FL.DTA,Dominican Republic,2013
15-24,Never Used,0.170356849,DRIR61FL.DTA,Dominican Republic,2013
25-39,Never Used,0.040365902,DRIR61FL.DTA,Dominican Republic,2013
40-49,Never Used,0.028157506,DRIR61FL.DTA,Dominican Republic,2013
15-24,Current User,0.064898492,EGIR61FL.DTA,Egypt,2014
25-39,Current User,0.344616191,EGIR61FL.DTA,Egypt,2014
40-49,Current User,0.140701379,EGIR61FL.DTA,Egypt,2014
15-24,Former User,0.037509505,EGIR61FL.DTA,Egypt,2014
25-39,Former User,0.142082142,EGIR61FL.DTA,Egypt,2014
40-49,Former User,0.075729243,EGIR61FL.DTA,Egypt,2014
15-24,Never Used,0.073085181,EGIR61FL.DTA,Egypt,2014
25-39,Never Used,0.081931002,EGIR61FL.DTA,Egypt,2014
40-49,Never Used,0.039446865,EGIR61FL.DTA,Egypt,2014
15-24,Current User,0.062668794,ETIR70FL.DTA,Ethiopia,2016
25-39,Current User,0.156607864,ETIR70FL.DTA,Ethiopia,2016
40-49,Current User,0.034129636,ETIR70FL.DTA,Ethiopia,2016
15-24,Former User,0.040456112,ETIR70FL.DTA,Ethiopia,2016
25-39,Former User,0.103692413,ETIR70FL.DTA,Ethiopia,2016
40-49,Former User,0.031997184,ETIR70FL.DTA,Ethiopia,2016
15-24,Never Used,0.288556955,ETIR70FL.DTA,Ethiopia,2016
25-39,Never Used,0.200960354,ETIR70FL.DTA,Ethiopia,2016
40-49,Never Used,0.080930687,ETIR70FL.DTA,Ethiopia,2016
15-24,Current User,0.05434235,ETIR61FL.DTA,Ethiopia,2011
25-39,Current User,0.11808806,ETIR61FL.DTA,Ethiopia,2011
40-49,Current User,0.023367338,ETIR61FL.DTA,Ethiopia,2011
15-24,Former User,0.035787864,ETIR61FL.DTA,Ethiopia,2011
25-39,Former User,0.082627054,ETIR61FL.DTA,Ethiopia,2011
40-49,Former User,0.021985923,ETIR61FL.DTA,Ethiopia,2011
15-24,Never Used,0.330095737,ETIR61FL.DTA,Ethiopia,2011
25-39,Never Used,0.230261699,ETIR61FL.DTA,Ethiopia,2011
40-49,Never Used,0.103443973,ETIR61FL.DTA,Ethiopia,2011
15-24,Current User,0.145042744,GAIR60FL.DTA,Gabon,2012
25-39,Current User,0.152001362,GAIR60FL.DTA,Gabon,2012
40-49,Current User,0.039050328,GAIR60FL.DTA,Gabon,2012
15-24,Former User,0.056419997,GAIR60FL.DTA,Gabon,2012
25-39,Former User,0.095460262,GAIR60FL.DTA,Gabon,2012
40-49,Former User,0.041531005,GAIR60FL.DTA,Gabon,2012
15-24,Never Used,0.204696895,GAIR60FL.DTA,Gabon,2012
25-39,Never Used,0.189711169,GAIR60FL.DTA,Gabon,2012
40-49,Never Used,0.076086237,GAIR60FL.DTA,Gabon,2012
15-24,Current User,0.019515219,GMIR81FL.DTA,Gambia,2019
25-39,Current User,0.08698995,GMIR81FL.DTA,Gambia,2019
40-49,Current User,0.027687482,GMIR81FL.DTA,Gambia,2019
15-24,Former User,0.02315497,GMIR81FL.DTA,Gambia,2019
25-39,Former User,0.114751939,GMIR81FL.DTA,Gambia,2019
40-49,Former User,0.047604707,GMIR81FL.DTA,Gambia,2019
15-24,Never Used,0.363034496,GMIR81FL.DTA,Gambia,2019
25-39,Never Used,0.245390655,GMIR81FL.DTA,Gambia,2019
40-49,Never Used,0.071870583,GMIR81FL.DTA,Gambia,2019
15-24,Current User,0.013514518,GMIR60FL.DTA,Gambia,2013
25-39,Current User,0.045936347,GMIR60FL.DTA,Gambia,2013
40-49,Current User,0.011800731,GMIR60FL.DTA,Gambia,2013
15-24,Former User,0.007484078,GMIR60FL.DTA,Gambia,2013
25-39,Former User,0.053649779,GMIR60FL.DTA,Gambia,2013
40-49,Former User,0.022277568,GMIR60FL.DTA,Gambia,2013
15-24,Never Used,0.421850842,GMIR60FL.DTA,Gambia,2013
25-39,Never Used,0.328579589,GMIR60FL.DTA,Gambia,2013
40-49,Never Used,0.094906548,GMIR60FL.DTA,Gambia,2013
15-24,Current User,0.064116089,GHIR72FL.DTA,Ghana,2014
25-39,Current User,0.12472767,GHIR72FL.DTA,Ghana,2014
40-49,Current User,0.03923194,GHIR72FL.DTA,Ghana,2014
15-24,Former User,0.041046766,GHIR72FL.DTA,Ghana,2014
25-39,Former User,0.124759387,GHIR72FL.DTA,Ghana,2014
40-49,Former User,0.046505406,GHIR72FL.DTA,Ghana,2014
15-24,Never Used,0.239457352,GHIR72FL.DTA,Ghana,2014
25-39,Never Used,0.205025088,GHIR72FL.DTA,Ghana,2014
40-49,Never Used,0.115130304,GHIR72FL.DTA,Ghana,2014
15-24,Current User,0.083451842,GUIR71FL.DTA,Guatemala,2014
25-39,Current User,0.218985131,GUIR71FL.DTA,Guatemala,2014
40-49,Current User,0.09162192,GUIR71FL.DTA,Guatemala,2014
15-24,Former User,0.042950869,GUIR71FL.DTA,Guatemala,2014
25-39,Former User,0.081526873,GUIR71FL.DTA,Guatemala,2014
40-49,Former User,0.031823376,GUIR71FL.DTA,Guatemala,2014
15-24,Never Used,0.284851108,GUIR71FL.DTA,Guatemala,2014
25-39,Never Used,0.111023935,GUIR71FL.DTA,Guatemala,2014
40-49,Never Used,0.053764947,GUIR71FL.DTA,Guatemala,2014
15-24,Current User,0.045637509,GNIR71FL.DTA,Guinea,2018
25-39,Current User,0.059567917,GNIR71FL.DTA,Guinea,2018
40-49,Current User,0.012429986,GNIR71FL.DTA,Guinea,2018
15-24,Former User,0.024913169,GNIR71FL.DTA,Guinea,2018
25-39,Former User,0.050817204,GNIR71FL.DTA,Guinea,2018
40-49,Former User,0.013795046,GNIR71FL.DTA,Guinea,2018
15-24,Never Used,0.330690257,GNIR71FL.DTA,Guinea,2018
25-39,Never Used,0.317840569,GNIR71FL.DTA,Guinea,2018
40-49,Never Used,0.144308343,GNIR71FL.DTA,Guinea,2018
15-24,Current User,0.0366038,GNIR62FL.DTA,Guinea,2012
25-39,Current User,0.041131315,GNIR62FL.DTA,Guinea,2012
40-49,Current User,0.007285714,GNIR62FL.DTA,Guinea,2012
15-24,Former User,0.017916493,GNIR62FL.DTA,Guinea,2012
25-39,Former User,0.03723292,GNIR62FL.DTA,Guinea,2012
40-49,Former User,0.013257904,GNIR62FL.DTA,Guinea,2012
15-24,Never Used,0.345942405,GNIR62FL.DTA,Guinea,2012
25-39,Never Used,0.348281359,GNIR62FL.DTA,Guinea,2012
40-49,Never Used,0.152348089,GNIR62FL.DTA,Guinea,2012
15-24,Current User,0.113556275,HNIR62FL.DTA,Honduras,2011
25-39,Current User,0.262580197,HNIR62FL.DTA,Honduras,2011
40-49,Current User,0.112443386,HNIR62FL.DTA,Honduras,2011
15-24,Former User,0.086948082,HNIR62FL.DTA,Honduras,2011
25-39,Former User,0.10649693,HNIR62FL.DTA,Honduras,2011
40-49,Former User,0.04143866,HNIR62FL.DTA,Honduras,2011
15-24,Never Used,0.203428713,HNIR62FL.DTA,Honduras,2011
25-39,Never Used,0.049001149,HNIR62FL.DTA,Honduras,2011
40-49,Never Used,0.024106608,HNIR62FL.DTA,Honduras,2011
15-24,Current User,0.050054414,IAIR7DFL.DTA,India,2019
25-39,Current User,0.286636614,IAIR7DFL.DTA,India,2019
40-49,Current User,0.164507958,IAIR7DFL.DTA,India,2019
15-24,Former User,0.025092101,IAIR7DFL.DTA,India,2019
25-39,Former User,0.053401387,IAIR7DFL.DTA,India,2019
40-49,Former User,0.029478853,IAIR7DFL.DTA,India,2019
15-24,Never Used,0.25903158,IAIR7DFL.DTA,India,2019
25-39,Never Used,0.0950878,IAIR7DFL.DTA,India,2019
40-49,Never Used,0.036709292,IAIR7DFL.DTA,India,2019
15-24,Current User,0.037783064,IAIR73FL.DTA,India,2015
25-39,Current User,0.237860583,IAIR73FL.DTA,India,2015
40-49,Current User,0.132095207,IAIR73FL.DTA,India,2015
15-24,Former User,0.024450665,IAIR73FL.DTA,India,2015
25-39,Former User,0.04752372,IAIR73FL.DTA,India,2015
40-49,Former User,0.019760482,IAIR73FL.DTA,India,2015
15-24,Never Used,0.287234034,IAIR73FL.DTA,India,2015
25-39,Never Used,0.147240777,IAIR73FL.DTA,India,2015
40-49,Never Used,0.066051469,IAIR73FL.DTA,India,2015
15-24,Current User,0.046609996,IDIR71FL.DTA,Indonesia,2017
25-39,Current User,0.261452798,IDIR71FL.DTA,Indonesia,2017
40-49,Current User,0.151951099,IDIR71FL.DTA,Indonesia,2017
15-24,Former User,0.016100608,IDIR71FL.DTA,Indonesia,2017
25-39,Former User,0.10276506,IDIR71FL.DTA,Indonesia,2017
40-49,Former User,0.083801987,IDIR71FL.DTA,Indonesia,2017
15-24,Never Used,0.223763797,IDIR71FL.DTA,Indonesia,2017
25-39,Never Used,0.072277405,IDIR71FL.DTA,Indonesia,2017
40-49,Never Used,0.04127725,IDIR71FL.DTA,Indonesia,2017
15-24,Current User,0.059629651,IDIR63FL.DTA,Indonesia,2012
25-39,Current User,0.269539995,IDIR63FL.DTA,Indonesia,2012
40-49,Current User,0.12755082,IDIR63FL.DTA,Indonesia,2012
15-24,Former User,0.01752106,IDIR63FL.DTA,Indonesia,2012
25-39,Former User,0.100343436,IDIR63FL.DTA,Indonesia,2012
40-49,Former User,0.080696939,IDIR63FL.DTA,Indonesia,2012
15-24,Never Used,0.212972131,IDIR63FL.DTA,Indonesia,2012
25-39,Never Used,0.084346509,IDIR63FL.DTA,Indonesia,2012
40-49,Never Used,0.047399461,IDIR63FL.DTA,Indonesia,2012
15-24,Current User,0.039197977,JOIR72FL.DTA,Jordan,2017
25-39,Current User,0.272988592,JOIR72FL.DTA,Jordan,2017
40-49,Current User,0.169160186,JOIR72FL.DTA,Jordan,2017
15-24,Former User,0.018030155,JOIR72FL.DTA,Jordan,2017
25-39,Former User,0.116086456,JOIR72FL.DTA,Jordan,2017
40-49,Former User,0.076291953,JOIR72FL.DTA,Jordan,2017
15-24,Never Used,0.072504344,JOIR72FL.DTA,Jordan,2017
25-39,Never Used,0.145147864,JOIR72FL.DTA,Jordan,2017
40-49,Never Used,0.090592473,JOIR72FL.DTA,Jordan,2017
15-24,Current User,0.05469851,JOIR6CFL.DTA,Jordan,2012
25-39,Current User,0.342812141,JOIR6CFL.DTA,Jordan,2012
40-49,Current User,0.185294913,JOIR6CFL.DTA,Jordan,2012
15-24,Former User,0.02821932,JOIR6CFL.DTA,Jordan,2012
25-39,Former User,0.122241725,JOIR6CFL.DTA,Jordan,2012
40-49,Former User,0.079262703,JOIR6CFL.DTA,Jordan,2012
15-24,Never Used,0.047921991,JOIR6CFL.DTA,Jordan,2012
25-39,Never Used,0.084682127,JOIR6CFL.DTA,Jordan,2012
40-49,Never Used,0.054866571,JOIR6CFL.DTA,Jordan,2012
15-24,Current User,0.096374826,KEIR72FL.DTA,Kenya,2014
25-39,Current User,0.257520308,KEIR72FL.DTA,Kenya,2014
40-49,Current User,0.072053036,KEIR72FL.DTA,Kenya,2014
15-24,Former User,0.044072569,KEIR72FL.DTA,Kenya,2014
25-39,Former User,0.101739564,KEIR72FL.DTA,Kenya,2014
40-49,Former User,0.051708157,KEIR72FL.DTA,Kenya,2014
15-24,Never Used,0.231342523,KEIR72FL.DTA,Kenya,2014
25-39,Never Used,0.103501785,KEIR72FL.DTA,Kenya,2014
40-49,Never Used,0.041687233,KEIR72FL.DTA,Kenya,2014
15-24,Current User,0.027427834,KYIR61FL.DTA,Kyrgyz Republic,2012
25-39,Current User,0.144122399,KYIR61FL.DTA,Kyrgyz Republic,2012
40-49,Current User,0.072463276,KYIR61FL.DTA,Kyrgyz Republic,2012
15-24,Former User,0.011811341,KYIR61FL.DTA,Kyrgyz Republic,2012
25-39,Former User,0.069236772,KYIR61FL.DTA,Kyrgyz Republic,2012
40-49,Former User,0.053358657,KYIR61FL.DTA,Kyrgyz Republic,2012
15-24,Never Used,0.346256926,KYIR61FL.DTA,Kyrgyz Republic,2012
25-39,Never Used,0.177397397,KYIR61FL.DTA,Kyrgyz Republic,2012
40-49,Never Used,0.097925398,KYIR61FL.DTA,Kyrgyz Republic,2012
15-24,Current User,0.149707897,LSIR71FL.DTA,Lesotho,2014
25-39,Current User,0.26655247,LSIR71FL.DTA,Lesotho,2014
40-49,Current User,0.072536351,LSIR71FL.DTA,Lesotho,2014
15-24,Former User,0.064951003,LSIR71FL.DTA,Lesotho,2014
25-39,Former User,0.10360696,LSIR71FL.DTA,Lesotho,2014
40-49,Former User,0.053936122,LSIR71FL.DTA,Lesotho,2014
15-24,Never Used,0.202962775,LSIR71FL.DTA,Lesotho,2014
25-39,Never Used,0.05188323,LSIR71FL.DTA,Lesotho,2014
40-49,Never Used,0.033863193,LSIR71FL.DTA,Lesotho,2014
15-24,Current User,0.103647633,LBIR7AFL.DTA,Liberia,2019
25-39,Current User,0.129726186,LBIR7AFL.DTA,Liberia,2019
40-49,Current User,0.029114956,LBIR7AFL.DTA,Liberia,2019
15-24,Former User,0.079377171,LBIR7AFL.DTA,Liberia,2019
25-39,Former User,0.145781418,LBIR7AFL.DTA,Liberia,2019
40-49,Former User,0.044863862,LBIR7AFL.DTA,Liberia,2019
15-24,Never Used,0.209179964,LBIR7AFL.DTA,Liberia,2019
25-39,Never Used,0.159350407,LBIR7AFL.DTA,Liberia,2019
40-49,Never Used,0.098958403,LBIR7AFL.DTA,Liberia,2019
15-24,Current User,0.089462766,LBIR6AFL.DTA,Liberia,2013
25-39,Current User,0.107005561,LBIR6AFL.DTA,Liberia,2013
40-49,Current User,0.02079051,LBIR6AFL.DTA,Liberia,2013
15-24,Former User,0.035533959,LBIR6AFL.DTA,Liberia,2013
25-39,Former User,0.082948698,LBIR6AFL.DTA,Liberia,2013
40-49,Former User,0.027756646,LBIR6AFL.DTA,Liberia,2013
15-24,Never Used,0.277826487,LBIR6AFL.DTA,Liberia,2013
25-39,Never Used,0.241812674,LBIR6AFL.DTA,Liberia,2013
40-49,Never Used,0.116862699,LBIR6AFL.DTA,Liberia,2013
15-24,Current User,0.136487679,MDIR81FL.DTA,Madagascar,2021
25-39,Current User,0.197012955,MDIR81FL.DTA,Madagascar,2021
40-49,Current User,0.067161319,MDIR81FL.DTA,Madagascar,2021
15-24,Former User,0.068477468,MDIR81FL.DTA,Madagascar,2021
25-39,Former User,0.115276809,MDIR81FL.DTA,Madagascar,2021
40-49,Former User,0.052599069,MDIR81FL.DTA,Madagascar,2021
15-24,Never Used,0.214015498,MDIR81FL.DTA,Madagascar,2021
25-39,Never Used,0.088134471,MDIR81FL.DTA,Madagascar,2021
40-49,Never Used,0.060834733,MDIR81FL.DTA,Madagascar,2021
15-24,Current User,0.131039472,MWIR7AFL.DTA,Malawi,2015
25-39,Current User,0.255238886,MWIR7AFL.DTA,Malawi,2015
40-49,Current User,0.073235873,MWIR7AFL.DTA,Malawi,2015
15-24,Former User,0.074326089,MWIR7AFL.DTA,Malawi,2015
25-39,Former User,0.11756206,MWIR7AFL.DTA,Malawi,2015
40-49,Former User,0.038167388,MWIR7AFL.DTA,Malawi,2015
15-24,Never Used,0.218930826,MWIR7AFL.DTA,Malawi,2015
25-39,Never Used,0.056506817,MWIR7AFL.DTA,Malawi,2015
40-49,Never Used,0.034992589,MWIR7AFL.DTA,Malawi,2015
15-24,Current User,0.012538668,MVIR71FL.DTA,Maldives,2016
25-39,Current User,0.079080371,MVIR71FL.DTA,Maldives,2016
40-49,Current User,0.041663858,MVIR71FL.DTA,Maldives,2016
15-24,Former User,0.012721738,MVIR71FL.DTA,Maldives,2016
25-39,Former User,0.085287098,MVIR71FL.DTA,Maldives,2016
40-49,Former User,0.046897334,MVIR71FL.DTA,Maldives,2016
15-24,Never Used,0.276354373,MVIR71FL.DTA,Maldives,2016
25-39,Never Used,0.328481916,MVIR71FL.DTA,Maldives,2016
40-49,Never Used,0.116974644,MVIR71FL.DTA,Maldives,2016
15-24,Current User,0.048480211,MLIR7HFL.DTA,Mali,2018
25-39,Current User,0.094326962,MLIR7HFL.DTA,Mali,2018
40-49,Current User,0.018939364,MLIR7HFL.DTA,Mali,2018
15-24,Former User,0.036008902,MLIR7HFL.DTA,Mali,2018
25-39,Former User,0.080979669,MLIR7HFL.DTA,Mali,2018
40-49,Former User,0.023672403,MLIR7HFL.DTA,Mali,2018
15-24,Never Used,0.295758041,MLIR7HFL.DTA,Mali,2018
25-39,Never Used,0.299968098,MLIR7HFL.DTA,Mali,2018
40-49,Never Used,0.10186635,MLIR7HFL.DTA,Mali,2018
15-24,Current User,0.029868307,MLIR6AFL.DTA,Mali,2012
25-39,Current User,0.056378509,MLIR6AFL.DTA,Mali,2012
