Var1,Var2,Freq,SurveyName,Country,StartYear
MISSING,Former User,0.033748056,EGIR61FL.DTA,Egypt,2014
Married,Never Used,0.168359728,EGIR61FL.DTA,Egypt,2014
MISSING,Never Used,0.02610332,EGIR61FL.DTA,Egypt,2014
Married,Current User,0.233918573,ETIR70FL.DTA,Ethiopia,2016
UMNSA,Current User,0.013436244,ETIR70FL.DTA,Ethiopia,2016
UMSA,Current User,0.006051477,ETIR70FL.DTA,Ethiopia,2016
Married,Former User,0.143877492,ETIR70FL.DTA,Ethiopia,2016
UMNSA,Former User,0.031146347,ETIR70FL.DTA,Ethiopia,2016
UMSA,Former User,0.00112187,ETIR70FL.DTA,Ethiopia,2016
Married,Never Used,0.27407248,ETIR70FL.DTA,Ethiopia,2016
UMNSA,Never Used,0.293189212,ETIR70FL.DTA,Ethiopia,2016
UMSA,Never Used,0.003186304,ETIR70FL.DTA,Ethiopia,2016
Married,Current User,0.178240748,ETIR61FL.DTA,Ethiopia,2011
UMNSA,Current User,0.01080631,ETIR61FL.DTA,Ethiopia,2011
UMSA,Current User,0.006750691,ETIR61FL.DTA,Ethiopia,2011
Married,Former User,0.10996681,ETIR61FL.DTA,Ethiopia,2011
UMNSA,Former User,0.028743632,ETIR61FL.DTA,Ethiopia,2011
UMSA,Former User,0.0016904,ETIR61FL.DTA,Ethiopia,2011
Married,Never Used,0.334705683,ETIR61FL.DTA,Ethiopia,2011
UMNSA,Never Used,0.325837361,ETIR61FL.DTA,Ethiopia,2011
UMSA,Never Used,0.003258365,ETIR61FL.DTA,Ethiopia,2011
Married,Current User,0.165481969,GAIR60FL.DTA,Gabon,2012
UMNSA,Current User,0.07233043,GAIR60FL.DTA,Gabon,2012
UMSA,Current User,0.098282035,GAIR60FL.DTA,Gabon,2012
Married,Former User,0.122431566,GAIR60FL.DTA,Gabon,2012
UMNSA,Former User,0.048278406,GAIR60FL.DTA,Gabon,2012
UMSA,Former User,0.022701293,GAIR60FL.DTA,Gabon,2012
Married,Never Used,0.243415977,GAIR60FL.DTA,Gabon,2012
UMNSA,Never Used,0.173703661,GAIR60FL.DTA,Gabon,2012
UMSA,Never Used,0.053374663,GAIR60FL.DTA,Gabon,2012
Married,Current User,0.119958838,GMIR81FL.DTA,Gambia,2019
UMNSA,Current User,0.010936265,GMIR81FL.DTA,Gambia,2019
UMSA,Current User,0.003297547,GMIR81FL.DTA,Gambia,2019
Married,Former User,0.157782661,GMIR81FL.DTA,Gambia,2019
UMNSA,Former User,0.02573393,GMIR81FL.DTA,Gambia,2019
UMSA,Former User,0.001995025,GMIR81FL.DTA,Gambia,2019
Married,Never Used,0.356553697,GMIR81FL.DTA,Gambia,2019
UMNSA,Never Used,0.321023515,GMIR81FL.DTA,Gambia,2019
UMSA,Never Used,0.002718522,GMIR81FL.DTA,Gambia,2019
Married,Current User,0.059502235,GMIR60FL.DTA,Gambia,2013
UMNSA,Current User,0.008614243,GMIR60FL.DTA,Gambia,2013
UMSA,Current User,0.003135118,GMIR60FL.DTA,Gambia,2013
Married,Former User,0.074439569,GMIR60FL.DTA,Gambia,2013
UMNSA,Former User,0.008286056,GMIR60FL.DTA,Gambia,2013
UMSA,Former User,0.000685801,GMIR60FL.DTA,Gambia,2013
Married,Never Used,0.52971339,GMIR60FL.DTA,Gambia,2013
UMNSA,Never Used,0.312284851,GMIR60FL.DTA,Gambia,2013
UMSA,Never Used,0.003338738,GMIR60FL.DTA,Gambia,2013
Married,Current User,0.151071134,GHIR72FL.DTA,Ghana,2014
MISSING,Current User,0,GHIR72FL.DTA,Ghana,2014
UMNSA,Current User,0.042767627,GHIR72FL.DTA,Ghana,2014
UMSA,Current User,0.034236937,GHIR72FL.DTA,Ghana,2014
Married,Former User,0.14389861,GHIR72FL.DTA,Ghana,2014
MISSING,Former User,0,GHIR72FL.DTA,Ghana,2014
UMNSA,Former User,0.053222787,GHIR72FL.DTA,Ghana,2014
UMSA,Former User,0.015190162,GHIR72FL.DTA,Ghana,2014
Married,Never Used,0.271386758,GHIR72FL.DTA,Ghana,2014
MISSING,Never Used,9.12E-05,GHIR72FL.DTA,Ghana,2014
UMNSA,Never Used,0.260769251,GHIR72FL.DTA,Ghana,2014
UMSA,Never Used,0.027365508,GHIR72FL.DTA,Ghana,2014
Married,Current User,0.351461194,GUIR71FL.DTA,Guatemala,2014
UMNSA,Current User,0.023499619,GUIR71FL.DTA,Guatemala,2014
UMSA,Current User,0.01909808,GUIR71FL.DTA,Guatemala,2014
Married,Former User,0.103551721,GUIR71FL.DTA,Guatemala,2014
UMNSA,Former User,0.049132988,GUIR71FL.DTA,Guatemala,2014
UMSA,Former User,0.00361641,GUIR71FL.DTA,Guatemala,2014
Married,Never Used,0.124757218,GUIR71FL.DTA,Guatemala,2014
UMNSA,Never Used,0.319429806,GUIR71FL.DTA,Guatemala,2014
UMSA,Never Used,0.005452966,GUIR71FL.DTA,Guatemala,2014
Married,Current User,0.077221338,GNIR71FL.DTA,Guinea,2018
UMNSA,Current User,0.017569553,GNIR71FL.DTA,Guinea,2018
UMSA,Current User,0.02284452,GNIR71FL.DTA,Guinea,2018
Married,Former User,0.075148898,GNIR71FL.DTA,Guinea,2018
UMNSA,Former User,0.011744069,GNIR71FL.DTA,Guinea,2018
UMSA,Former User,0.002632452,GNIR71FL.DTA,Guinea,2018
Married,Never Used,0.558242942,GNIR71FL.DTA,Guinea,2018
UMNSA,Never Used,0.218452615,GNIR71FL.DTA,Guinea,2018
UMSA,Never Used,0.016143612,GNIR71FL.DTA,Guinea,2018
Married,Current User,0.041084578,GNIR62FL.DTA,Guinea,2012
MISSING,Current User,0,GNIR62FL.DTA,Guinea,2012
UMNSA,Current User,0.023321492,GNIR62FL.DTA,Guinea,2012
UMSA,Current User,0.02061476,GNIR62FL.DTA,Guinea,2012
Married,Former User,0.05612275,GNIR62FL.DTA,Guinea,2012
MISSING,Former User,0,GNIR62FL.DTA,Guinea,2012
UMNSA,Former User,0.008861993,GNIR62FL.DTA,Guinea,2012
UMSA,Former User,0.003422575,GNIR62FL.DTA,Guinea,2012
Married,Never Used,0.63854505,GNIR62FL.DTA,Guinea,2012
MISSING,Never Used,0.000766239,GNIR62FL.DTA,Guinea,2012
UMNSA,Never Used,0.188967285,GNIR62FL.DTA,Guinea,2012
UMSA,Never Used,0.018293279,GNIR62FL.DTA,Guinea,2012
Married,Current User,0.413385401,HNIR62FL.DTA,Honduras,2011
UMNSA,Current User,0.040923543,HNIR62FL.DTA,Honduras,2011
UMSA,Current User,0.034270914,HNIR62FL.DTA,Honduras,2011
Married,Former User,0.115553359,HNIR62FL.DTA,Honduras,2011
UMNSA,Former User,0.111583864,HNIR62FL.DTA,Honduras,2011
UMSA,Former User,0.007746449,HNIR62FL.DTA,Honduras,2011
Married,Never Used,0.035574518,HNIR62FL.DTA,Honduras,2011
UMNSA,Never Used,0.238777493,HNIR62FL.DTA,Honduras,2011
UMSA,Never Used,0.002184458,HNIR62FL.DTA,Honduras,2011
Married,Current User,0.480317971,IAIR7DFL.DTA,India,2019
MISSING,Current User,0.017535176,IAIR7DFL.DTA,India,2019
UMNSA,Current User,0.003074353,IAIR7DFL.DTA,India,2019
UMSA,Current User,0.000271487,IAIR7DFL.DTA,India,2019
Married,Former User,0.095821017,IAIR7DFL.DTA,India,2019
MISSING,Former User,0.010308639,IAIR7DFL.DTA,India,2019
UMNSA,Former User,0.001794995,IAIR7DFL.DTA,India,2019
UMSA,Former User,4.77E-05,IAIR7DFL.DTA,India,2019
Married,Never Used,0.143845979,IAIR7DFL.DTA,India,2019
MISSING,Never Used,0.015798566,IAIR7DFL.DTA,India,2019
UMNSA,Never Used,0.231112757,IAIR7DFL.DTA,India,2019
UMSA,Never Used,7.14E-05,IAIR7DFL.DTA,India,2019
Married,Current User,0.391304248,IAIR73FL.DTA,India,2015
MISSING,Current User,2.09E-05,IAIR73FL.DTA,India,2015
UMNSA,Current User,0.016271088,IAIR73FL.DTA,India,2015
UMSA,Current User,0.000142579,IAIR73FL.DTA,India,2015
Married,Former User,0.085330147,IAIR73FL.DTA,India,2015
MISSING,Former User,6.69E-06,IAIR73FL.DTA,India,2015
UMNSA,Former User,0.006360548,IAIR73FL.DTA,India,2015
UMSA,Former User,3.75E-05,IAIR73FL.DTA,India,2015
Married,Never Used,0.254225931,IAIR73FL.DTA,India,2015
MISSING,Never Used,0.000400641,IAIR73FL.DTA,India,2015
UMNSA,Never Used,0.245734003,IAIR73FL.DTA,India,2015
UMSA,Never Used,0.000165705,IAIR73FL.DTA,India,2015
Married,Current User,0.457321589,IDIR71FL.DTA,Indonesia,2017
MISSING,Current User,0,IDIR71FL.DTA,Indonesia,2017
UMNSA,Current User,0.002334896,IDIR71FL.DTA,Indonesia,2017
UMSA,Current User,0.000357408,IDIR71FL.DTA,Indonesia,2017
Married,Former User,0.170533128,IDIR71FL.DTA,Indonesia,2017
MISSING,Former User,0.000115673,IDIR71FL.DTA,Indonesia,2017
UMNSA,Former User,0.031766322,IDIR71FL.DTA,Indonesia,2017
UMSA,Former User,0.000252531,IDIR71FL.DTA,Indonesia,2017
Married,Never Used,0.091119978,IDIR71FL.DTA,Indonesia,2017
MISSING,Never Used,0.000468435,IDIR71FL.DTA,Indonesia,2017
UMNSA,Never Used,0.245188271,IDIR71FL.DTA,Indonesia,2017
UMSA,Never Used,0.000541769,IDIR71FL.DTA,Indonesia,2017
Married,Current User,0.45396115,IDIR63FL.DTA,Indonesia,2012
MISSING,Current User,0,IDIR63FL.DTA,Indonesia,2012
UMNSA,Current User,0.002562237,IDIR63FL.DTA,Indonesia,2012
UMSA,Current User,0.000197078,IDIR63FL.DTA,Indonesia,2012
Married,Former User,0.169225098,IDIR63FL.DTA,Indonesia,2012
MISSING,Former User,0.000153438,IDIR63FL.DTA,Indonesia,2012
UMNSA,Former User,0.029060712,IDIR63FL.DTA,Indonesia,2012
UMSA,Former User,0.000122186,IDIR63FL.DTA,Indonesia,2012
Married,Never Used,0.110585204,IDIR63FL.DTA,Indonesia,2012
MISSING,Never Used,0.000326702,IDIR63FL.DTA,Indonesia,2012
UMNSA,Never Used,0.233388549,IDIR63FL.DTA,Indonesia,2012
UMSA,Never Used,0.000417646,IDIR63FL.DTA,Indonesia,2012
Married,Current User,0.480412539,JOIR72FL.DTA,Jordan,2017
UMNSA,Current User,0.000934215,JOIR72FL.DTA,Jordan,2017
UMSA,Current User,0,JOIR72FL.DTA,Jordan,2017
Married,Former User,0.1850749,JOIR72FL.DTA,Jordan,2017
UMNSA,Former User,0.02474211,JOIR72FL.DTA,Jordan,2017
UMSA,Former User,0.000591555,JOIR72FL.DTA,Jordan,2017
Married,Never Used,0.261465576,JOIR72FL.DTA,Jordan,2017
UMNSA,Never Used,0.043662123,JOIR72FL.DTA,Jordan,2017
UMSA,Never Used,0.003116981,JOIR72FL.DTA,Jordan,2017
Married,Current User,0.582052244,JOIR6CFL.DTA,Jordan,2012
MISSING,Current User,0,JOIR6CFL.DTA,Jordan,2012
UMNSA,Current User,0.000716665,JOIR6CFL.DTA,Jordan,2012
UMSA,Current User,3.67E-05,JOIR6CFL.DTA,Jordan,2012
Married,Former User,0.210550821,JOIR6CFL.DTA,Jordan,2012
MISSING,Former User,0,JOIR6CFL.DTA,Jordan,2012
UMNSA,Former User,0.019172926,JOIR6CFL.DTA,Jordan,2012
UMSA,Former User,0,JOIR6CFL.DTA,Jordan,2012
Married,Never Used,0.158865228,JOIR6CFL.DTA,Jordan,2012
MISSING,Never Used,0.000163675,JOIR6CFL.DTA,Jordan,2012
UMNSA,Never Used,0.028441785,JOIR6CFL.DTA,Jordan,2012
UMSA,Never Used,0,JOIR6CFL.DTA,Jordan,2012
Married,Current User,0.345997604,KEIR72FL.DTA,Kenya,2014
MISSING,Current User,0.040279935,KEIR72FL.DTA,Kenya,2014
UMNSA,Current User,0.027770344,KEIR72FL.DTA,Kenya,2014
UMSA,Current User,0.011900287,KEIR72FL.DTA,Kenya,2014
Married,Former User,0.113977959,KEIR72FL.DTA,Kenya,2014
MISSING,Former User,0.044370682,KEIR72FL.DTA,Kenya,2014
UMNSA,Former User,0.035718286,KEIR72FL.DTA,Kenya,2014
UMSA,Former User,0.003453362,KEIR72FL.DTA,Kenya,2014
Married,Never Used,0.136865402,KEIR72FL.DTA,Kenya,2014
MISSING,Never Used,0.053551128,KEIR72FL.DTA,Kenya,2014
UMNSA,Never Used,0.183099917,KEIR72FL.DTA,Kenya,2014
UMSA,Never Used,0.003015094,KEIR72FL.DTA,Kenya,2014
Married,Current User,0.232380724,KYIR61FL.DTA,Kyrgyz Republic,2012
MISSING,Current User,0,KYIR61FL.DTA,Kyrgyz Republic,2012
UMNSA,Current User,0.006026866,KYIR61FL.DTA,Kyrgyz Republic,2012
UMSA,Current User,0.00560592,KYIR61FL.DTA,Kyrgyz Republic,2012
Married,Former User,0.111913184,KYIR61FL.DTA,Kyrgyz Republic,2012
MISSING,Former User,0,KYIR61FL.DTA,Kyrgyz Republic,2012
UMNSA,Former User,0.021514243,KYIR61FL.DTA,Kyrgyz Republic,2012
UMSA,Former User,0.000979342,KYIR61FL.DTA,Kyrgyz Republic,2012
Married,Never Used,0.296016692,KYIR61FL.DTA,Kyrgyz Republic,2012
MISSING,Never Used,7.06E-05,KYIR61FL.DTA,Kyrgyz Republic,2012
UMNSA,Never Used,0.320176866,KYIR61FL.DTA,Kyrgyz Republic,2012
UMSA,Never Used,0.005315555,KYIR61FL.DTA,Kyrgyz Republic,2012
Married,Current User,0.328172855,LSIR71FL.DTA,Lesotho,2014
UMNSA,Current User,0.111430732,LSIR71FL.DTA,Lesotho,2014
UMSA,Current User,0.04919313,LSIR71FL.DTA,Lesotho,2014
Married,Former User,0.127752269,LSIR71FL.DTA,Lesotho,2014
UMNSA,Former User,0.084472187,LSIR71FL.DTA,Lesotho,2014
UMSA,Former User,0.010269628,LSIR71FL.DTA,Lesotho,2014
Married,Never Used,0.089660515,LSIR71FL.DTA,Lesotho,2014
UMNSA,Never Used,0.192419835,LSIR71FL.DTA,Lesotho,2014
UMSA,Never Used,0.006628848,LSIR71FL.DTA,Lesotho,2014
Married,Current User,0.130407997,LBIR7AFL.DTA,Liberia,2019
UMNSA,Current User,0.053440504,LBIR7AFL.DTA,Liberia,2019
UMSA,Current User,0.078640275,LBIR7AFL.DTA,Liberia,2019
Married,Former User,0.162736915,LBIR7AFL.DTA,Liberia,2019
UMNSA,Former User,0.071037738,LBIR7AFL.DTA,Liberia,2019
UMSA,Former User,0.036247798,LBIR7AFL.DTA,Liberia,2019
Married,Never Used,0.229577329,LBIR7AFL.DTA,Liberia,2019
UMNSA,Never Used,0.182790479,LBIR7AFL.DTA,Liberia,2019
UMSA,Never Used,0.055120966,LBIR7AFL.DTA,Liberia,2019
