Time_Since_Use,Freq,SurveyName,Country,StartYear
3 Year,,CGIR60FL.DTA,Congo,2011
4 Year,,CGIR60FL.DTA,Congo,2011
5+ Years,,CGIR60FL.DTA,Congo,2011
Under a Year,,CGIR60FL.DTA,Congo,2011
1 Year,,DRIR61FL.DTA,Dominican Republic,2013
2 Year,,DRIR61FL.DTA,Dominican Republic,2013
3 Year,,DRIR61FL.DTA,Dominican Republic,2013
4 Year,,DRIR61FL.DTA,Dominican Republic,2013
5+ Years,,DRIR61FL.DTA,Dominican Republic,2013
Under a Year,,DRIR61FL.DTA,Dominican Republic,2013
1 Year,,GAIR60FL.DTA,Gabon,2012
2 Year,,GAIR60FL.DTA,Gabon,2012
3 Year,,GAIR60FL.DTA,Gabon,2012
4 Year,,GAIR60FL.DTA,Gabon,2012
5+ Years,,GAIR60FL.DTA,Gabon,2012
Under a Year,,GAIR60FL.DTA,Gabon,2012
1 Year,,KYIR61FL.DTA,Kyrgyz Republic,2012
2 Year,,KYIR61FL.DTA,Kyrgyz Republic,2012
3 Year,,KYIR61FL.DTA,Kyrgyz Republic,2012
4 Year,,KYIR61FL.DTA,Kyrgyz Republic,2012
5+ Years,,KYIR61FL.DTA,Kyrgyz Republic,2012
Under a Year,,KYIR61FL.DTA,Kyrgyz Republic,2012
1 Year,,PHIR61FL.DTA,Philippines,2013
2 Year,,PHIR61FL.DTA,Philippines,2013
3 Year,,PHIR61FL.DTA,Philippines,2013
4 Year,,PHIR61FL.DTA,Philippines,2013
5+ Years,,PHIR61FL.DTA,Philippines,2013
Under a Year,,PHIR61FL.DTA,Philippines,2013
1 Year,,TGIR61FL.DTA,Togo,2013
2 Year,,TGIR61FL.DTA,Togo,2013
3 Year,,TGIR61FL.DTA,Togo,2013
4 Year,,TGIR61FL.DTA,Togo,2013
5+ Years,,TGIR61FL.DTA,Togo,2013
Under a Year,,TGIR61FL.DTA,Togo,2013
1 Year,,TRIR61FL.DTA,Turkey,2013
2 Year,,TRIR61FL.DTA,Turkey,2013
3 Year,,TRIR61FL.DTA,Turkey,2013
4 Year,,TRIR61FL.DTA,Turkey,2013
5+ Years,,TRIR61FL.DTA,Turkey,2013
Under a Year,,TRIR61FL.DTA,Turkey,2013
1 Year,,CDIR61FL.DTA,Congo Democratic Republic,2013
2 Year,,CDIR61FL.DTA,Congo Democratic Republic,2013
3 Year,,CDIR61FL.DTA,Congo Democratic Republic,2013
4 Year,,CDIR61FL.DTA,Congo Democratic Republic,2013
5+ Years,,CDIR61FL.DTA,Congo Democratic Republic,2013
Under a Year,,CDIR61FL.DTA,Congo Democratic Republic,2013
1 Year,,CIIR62FL.DTA,Cote d'Ivoire,2011
2 Year,,CIIR62FL.DTA,Cote d'Ivoire,2011
