Group,Intention,Freq,N,SurveyName,Country,StartYear
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.554137462,7527,TDIR71FL.DTA,Chad,2014
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.194333235,7527,TDIR71FL.DTA,Chad,2014
"Married, Does Not Want Child within 2 Years",Use Later,0.251529303,7527,TDIR71FL.DTA,Chad,2014
"Married, Wants Child within 2 Years",Does Not Intend,0.66561617,2574,TDIR71FL.DTA,Chad,2014
"Married, Wants Child within 2 Years",Unsure About Use,0.21361342,2574,TDIR71FL.DTA,Chad,2014
"Married, Wants Child within 2 Years",Use Later,0.12077041,2574,TDIR71FL.DTA,Chad,2014
"Not Married, Not Sexually Active",Does Not Intend,0.484667107,2918,TDIR71FL.DTA,Chad,2014
"Not Married, Not Sexually Active",Unsure About Use,0.304388488,2918,TDIR71FL.DTA,Chad,2014
"Not Married, Not Sexually Active",Use Later,0.210944404,2918,TDIR71FL.DTA,Chad,2014
"Not Married, Sexually Active",Does Not Intend,0.388240182,462,TDIR71FL.DTA,Chad,2014
"Not Married, Sexually Active",Unsure About Use,0.247504237,462,TDIR71FL.DTA,Chad,2014
"Not Married, Sexually Active",Use Later,0.364255582,462,TDIR71FL.DTA,Chad,2014
All Never Users,Does Not Intend,0.587177471,4126,KMIR61FL.DTA,Comoros,2012
All Never Users,Unsure About Use,0.216739437,4126,KMIR61FL.DTA,Comoros,2012
All Never Users,Use Later,0.159267242,4126,KMIR61FL.DTA,Comoros,2012
All Never Users,Missing,0.03681585,4126,KMIR61FL.DTA,Comoros,2012
"Infecund, Menopausal",Does Not Intend,0.810139992,798,KMIR61FL.DTA,Comoros,2012
"Infecund, Menopausal",Unsure About Use,0.082835999,798,KMIR61FL.DTA,Comoros,2012
"Infecund, Menopausal",Use Later,0.065637283,798,KMIR61FL.DTA,Comoros,2012
"Infecund, Menopausal",Missing,0.041386726,798,KMIR61FL.DTA,Comoros,2012
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.578673579,1138,KMIR61FL.DTA,Comoros,2012
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.180850315,1138,KMIR61FL.DTA,Comoros,2012
"Married, Does Not Want Child within 2 Years",Use Later,0.207904178,1138,KMIR61FL.DTA,Comoros,2012
"Married, Does Not Want Child within 2 Years",Missing,0.032571928,1138,KMIR61FL.DTA,Comoros,2012
"Married, Wants Child within 2 Years",Does Not Intend,0.71652162,384,KMIR61FL.DTA,Comoros,2012
"Married, Wants Child within 2 Years",Unsure About Use,0.150337768,384,KMIR61FL.DTA,Comoros,2012
"Married, Wants Child within 2 Years",Use Later,0.101094904,384,KMIR61FL.DTA,Comoros,2012
"Married, Wants Child within 2 Years",Missing,0.032045708,384,KMIR61FL.DTA,Comoros,2012
"Not Married, Not Sexually Active",Does Not Intend,0.47383579,1750,KMIR61FL.DTA,Comoros,2012
"Not Married, Not Sexually Active",Unsure About Use,0.309032014,1750,KMIR61FL.DTA,Comoros,2012
"Not Married, Not Sexually Active",Use Later,0.180821915,1750,KMIR61FL.DTA,Comoros,2012
"Not Married, Not Sexually Active",Missing,0.036310281,1750,KMIR61FL.DTA,Comoros,2012
"Not Married, Sexually Active",Does Not Intend,0.475478825,56,KMIR61FL.DTA,Comoros,2012
"Not Married, Sexually Active",Unsure About Use,0.306139683,56,KMIR61FL.DTA,Comoros,2012
"Not Married, Sexually Active",Use Later,0.132058234,56,KMIR61FL.DTA,Comoros,2012
"Not Married, Sexually Active",Missing,0.086323259,56,KMIR61FL.DTA,Comoros,2012
All Never Users,Does Not Intend,0.439080767,3317,CGIR60FL.DTA,Congo,2011
All Never Users,Unsure About Use,0.118799314,3317,CGIR60FL.DTA,Congo,2011
All Never Users,Use Later,0.429888514,3317,CGIR60FL.DTA,Congo,2011
All Never Users,Missing,0.012231405,3317,CGIR60FL.DTA,Congo,2011
"Infecund, Menopausal",Does Not Intend,0.797862411,887,CGIR60FL.DTA,Congo,2011
"Infecund, Menopausal",Unsure About Use,0.055043885,887,CGIR60FL.DTA,Congo,2011
"Infecund, Menopausal",Use Later,0.142501716,887,CGIR60FL.DTA,Congo,2011
"Infecund, Menopausal",Missing,0.004591988,887,CGIR60FL.DTA,Congo,2011
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.337090642,1097,CGIR60FL.DTA,Congo,2011
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.093796823,1097,CGIR60FL.DTA,Congo,2011
"Married, Does Not Want Child within 2 Years",Use Later,0.548141831,1097,CGIR60FL.DTA,Congo,2011
"Married, Does Not Want Child within 2 Years",Missing,0.020970704,1097,CGIR60FL.DTA,Congo,2011
"Married, Wants Child within 2 Years",Does Not Intend,0.511862795,149,CGIR60FL.DTA,Congo,2011
"Married, Wants Child within 2 Years",Unsure About Use,0.14192115,149,CGIR60FL.DTA,Congo,2011
"Married, Wants Child within 2 Years",Use Later,0.346216055,149,CGIR60FL.DTA,Congo,2011
"Married, Wants Child within 2 Years",Missing,0,149,CGIR60FL.DTA,Congo,2011
"Not Married, Not Sexually Active",Does Not Intend,0.253722253,821,CGIR60FL.DTA,Congo,2011
"Not Married, Not Sexually Active",Unsure About Use,0.203152636,821,CGIR60FL.DTA,Congo,2011
"Not Married, Not Sexually Active",Use Later,0.527928808,821,CGIR60FL.DTA,Congo,2011
"Not Married, Not Sexually Active",Missing,0.015196303,821,CGIR60FL.DTA,Congo,2011
"Not Married, Sexually Active",Does Not Intend,0.346727345,363,CGIR60FL.DTA,Congo,2011
"Not Married, Sexually Active",Unsure About Use,0.099927998,363,CGIR60FL.DTA,Congo,2011
"Not Married, Sexually Active",Use Later,0.55110351,363,CGIR60FL.DTA,Congo,2011
"Not Married, Sexually Active",Missing,0.002241147,363,CGIR60FL.DTA,Congo,2011
All Never Users,Does Not Intend,0.243279664,2228,DRIR61FL.DTA,Dominican Republic,2013
All Never Users,Unsure About Use,0.062011692,2228,DRIR61FL.DTA,Dominican Republic,2013
All Never Users,Use Later,0.694708644,2228,DRIR61FL.DTA,Dominican Republic,2013
"Infecund, Menopausal",Does Not Intend,0.831247156,274,DRIR61FL.DTA,Dominican Republic,2013
"Infecund, Menopausal",Unsure About Use,0.036207129,274,DRIR61FL.DTA,Dominican Republic,2013
"Infecund, Menopausal",Use Later,0.132545715,274,DRIR61FL.DTA,Dominican Republic,2013
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.254664188,176,DRIR61FL.DTA,Dominican Republic,2013
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.015477505,176,DRIR61FL.DTA,Dominican Republic,2013
"Married, Does Not Want Child within 2 Years",Use Later,0.729858307,176,DRIR61FL.DTA,Dominican Republic,2013
"Married, Wants Child within 2 Years",Does Not Intend,0.338554559,79,DRIR61FL.DTA,Dominican Republic,2013
"Married, Wants Child within 2 Years",Unsure About Use,0.068354029,79,DRIR61FL.DTA,Dominican Republic,2013
"Married, Wants Child within 2 Years",Use Later,0.593091411,79,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Not Sexually Active",Does Not Intend,0.129052764,1579,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Not Sexually Active",Unsure About Use,0.069865742,1579,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Not Sexually Active",Use Later,0.801081495,1579,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Sexually Active",Does Not Intend,0.219528885,120,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Sexually Active",Unsure About Use,0.075588624,120,DRIR61FL.DTA,Dominican Republic,2013
"Not Married, Sexually Active",Use Later,0.70488249,120,DRIR61FL.DTA,Dominican Republic,2013
All Never Users,Does Not Intend,0.471695498,4479,EGIR61FL.DTA,Egypt,2014
All Never Users,Unsure About Use,0.098324633,4479,EGIR61FL.DTA,Egypt,2014
All Never Users,Use Later,0.429979869,4479,EGIR61FL.DTA,Egypt,2014
"Infecund, Menopausal",Does Not Intend,0.832737427,1065,EGIR61FL.DTA,Egypt,2014
"Infecund, Menopausal",Unsure About Use,0.084659176,1065,EGIR61FL.DTA,Egypt,2014
"Infecund, Menopausal",Use Later,0.082603397,1065,EGIR61FL.DTA,Egypt,2014
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.19564068,1728,EGIR61FL.DTA,Egypt,2014
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.104790616,1728,EGIR61FL.DTA,Egypt,2014
"Married, Does Not Want Child within 2 Years",Use Later,0.699568704,1728,EGIR61FL.DTA,Egypt,2014
"Married, Wants Child within 2 Years",Does Not Intend,0.304387892,1159,EGIR61FL.DTA,Egypt,2014
"Married, Wants Child within 2 Years",Unsure About Use,0.14794902,1159,EGIR61FL.DTA,Egypt,2014
"Married, Wants Child within 2 Years",Use Later,0.547663088,1159,EGIR61FL.DTA,Egypt,2014
"Not Married, Not Sexually Active",Does Not Intend,1,517,EGIR61FL.DTA,Egypt,2014
"Not Married, Not Sexually Active",Unsure About Use,0,517,EGIR61FL.DTA,Egypt,2014
"Not Married, Not Sexually Active",Use Later,0,517,EGIR61FL.DTA,Egypt,2014
"Not Married, Sexually Active",Does Not Intend,1,10,EGIR61FL.DTA,Egypt,2014
"Not Married, Sexually Active",Unsure About Use,0,10,EGIR61FL.DTA,Egypt,2014
"Not Married, Sexually Active",Use Later,0,10,EGIR61FL.DTA,Egypt,2014
All Never Users,Does Not Intend,0.443149476,9798,ETIR70FL.DTA,Ethiopia,2016
All Never Users,Unsure About Use,0.043923595,9798,ETIR70FL.DTA,Ethiopia,2016
All Never Users,Use Later,0.512926929,9798,ETIR70FL.DTA,Ethiopia,2016
"Infecund, Menopausal",Does Not Intend,0.74018947,1726,ETIR70FL.DTA,Ethiopia,2016
"Infecund, Menopausal",Unsure About Use,0.03778779,1726,ETIR70FL.DTA,Ethiopia,2016
"Infecund, Menopausal",Use Later,0.222022741,1726,ETIR70FL.DTA,Ethiopia,2016
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.466097221,2496,ETIR70FL.DTA,Ethiopia,2016
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.034083633,2496,ETIR70FL.DTA,Ethiopia,2016
"Married, Does Not Want Child within 2 Years",Use Later,0.499819146,2496,ETIR70FL.DTA,Ethiopia,2016
"Married, Wants Child within 2 Years",Does Not Intend,0.718693821,1253,ETIR70FL.DTA,Ethiopia,2016
"Married, Wants Child within 2 Years",Unsure About Use,0.007499652,1253,ETIR70FL.DTA,Ethiopia,2016
"Married, Wants Child within 2 Years",Use Later,0.273806527,1253,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Not Sexually Active",Does Not Intend,0.265134547,4204,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Not Sexually Active",Unsure About Use,0.057995625,4204,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Not Sexually Active",Use Later,0.676869828,4204,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Sexually Active",Does Not Intend,0.39356552,119,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Sexually Active",Unsure About Use,0.064648077,119,ETIR70FL.DTA,Ethiopia,2016
"Not Married, Sexually Active",Use Later,0.541786403,119,ETIR70FL.DTA,Ethiopia,2016
All Never Users,Does Not Intend,0.373821395,11456,ETIR61FL.DTA,Ethiopia,2011
All Never Users,Unsure About Use,0.039719811,11456,ETIR61FL.DTA,Ethiopia,2011
All Never Users,Use Later,0.583730834,11456,ETIR61FL.DTA,Ethiopia,2011
All Never Users,Missing,0.00272796,11456,ETIR61FL.DTA,Ethiopia,2011
"Infecund, Menopausal",Does Not Intend,0.610398371,2890,ETIR61FL.DTA,Ethiopia,2011
"Infecund, Menopausal",Unsure About Use,0.046599171,2890,ETIR61FL.DTA,Ethiopia,2011
"Infecund, Menopausal",Use Later,0.337966605,2890,ETIR61FL.DTA,Ethiopia,2011
"Infecund, Menopausal",Missing,0.005035852,2890,ETIR61FL.DTA,Ethiopia,2011
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.3282007,3580,ETIR61FL.DTA,Ethiopia,2011
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.033946298,3580,ETIR61FL.DTA,Ethiopia,2011
"Married, Does Not Want Child within 2 Years",Use Later,0.637342242,3580,ETIR61FL.DTA,Ethiopia,2011
"Married, Does Not Want Child within 2 Years",Missing,0.000510759,3580,ETIR61FL.DTA,Ethiopia,2011
"Married, Wants Child within 2 Years",Does Not Intend,0.623215558,1042,ETIR61FL.DTA,Ethiopia,2011
"Married, Wants Child within 2 Years",Unsure About Use,0.041660611,1042,ETIR61FL.DTA,Ethiopia,2011
"Married, Wants Child within 2 Years",Use Later,0.33168605,1042,ETIR61FL.DTA,Ethiopia,2011
"Married, Wants Child within 2 Years",Missing,0.00343778,1042,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Not Sexually Active",Does Not Intend,0.199949625,3761,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Not Sexually Active",Unsure About Use,0.04010478,3761,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Not Sexually Active",Use Later,0.757152756,3761,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Not Sexually Active",Missing,0.00279284,3761,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Sexually Active",Does Not Intend,0.286718086,183,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Sexually Active",Unsure About Use,0.0304953,183,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Sexually Active",Use Later,0.682061719,183,ETIR61FL.DTA,Ethiopia,2011
"Not Married, Sexually Active",Missing,0.000724895,183,ETIR61FL.DTA,Ethiopia,2011
All Never Users,Does Not Intend,0.469694323,4233,GAIR60FL.DTA,Gabon,2012
All Never Users,Unsure About Use,0.121892039,4233,GAIR60FL.DTA,Gabon,2012
All Never Users,Use Later,0.382025248,4233,GAIR60FL.DTA,Gabon,2012
All Never Users,Missing,0.02638839,4233,GAIR60FL.DTA,Gabon,2012
"Infecund, Menopausal",Does Not Intend,0.758456134,1124,GAIR60FL.DTA,Gabon,2012
"Infecund, Menopausal",Unsure About Use,0.099045773,1124,GAIR60FL.DTA,Gabon,2012
"Infecund, Menopausal",Use Later,0.12950556,1124,GAIR60FL.DTA,Gabon,2012
"Infecund, Menopausal",Missing,0.012992532,1124,GAIR60FL.DTA,Gabon,2012
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.372458341,1210,GAIR60FL.DTA,Gabon,2012
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.111384346,1210,GAIR60FL.DTA,Gabon,2012
"Married, Does Not Want Child within 2 Years",Use Later,0.491631327,1210,GAIR60FL.DTA,Gabon,2012
"Married, Does Not Want Child within 2 Years",Missing,0.024525986,1210,GAIR60FL.DTA,Gabon,2012
"Married, Wants Child within 2 Years",Does Not Intend,0.711010482,281,GAIR60FL.DTA,Gabon,2012
"Married, Wants Child within 2 Years",Unsure About Use,0.069844398,281,GAIR60FL.DTA,Gabon,2012
"Married, Wants Child within 2 Years",Use Later,0.210779403,281,GAIR60FL.DTA,Gabon,2012
"Married, Wants Child within 2 Years",Missing,0.008365718,281,GAIR60FL.DTA,Gabon,2012
"Not Married, Not Sexually Active",Does Not Intend,0.317356896,1020,GAIR60FL.DTA,Gabon,2012
"Not Married, Not Sexually Active",Unsure About Use,0.148804401,1020,GAIR60FL.DTA,Gabon,2012
"Not Married, Not Sexually Active",Use Later,0.496794795,1020,GAIR60FL.DTA,Gabon,2012
"Not Married, Not Sexually Active",Missing,0.037043908,1020,GAIR60FL.DTA,Gabon,2012
"Not Married, Sexually Active",Does Not Intend,0.328207739,598,GAIR60FL.DTA,Gabon,2012
"Not Married, Sexually Active",Unsure About Use,0.158747431,598,GAIR60FL.DTA,Gabon,2012
"Not Married, Sexually Active",Use Later,0.470502635,598,GAIR60FL.DTA,Gabon,2012
"Not Married, Sexually Active",Missing,0.042542195,598,GAIR60FL.DTA,Gabon,2012
All Never Users,Does Not Intend,0.61651413,8207,GMIR81FL.DTA,Gambia,2019
All Never Users,Unsure About Use,0.132676349,8207,GMIR81FL.DTA,Gambia,2019
All Never Users,Use Later,0.250809521,8207,GMIR81FL.DTA,Gambia,2019
"Infecund, Menopausal",Does Not Intend,0.842892267,1245,GMIR81FL.DTA,Gambia,2019
"Infecund, Menopausal",Unsure About Use,0.062343922,1245,GMIR81FL.DTA,Gambia,2019
"Infecund, Menopausal",Use Later,0.094763811,1245,GMIR81FL.DTA,Gambia,2019
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.601596606,2430,GMIR81FL.DTA,Gambia,2019
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.121891965,2430,GMIR81FL.DTA,Gambia,2019
"Married, Does Not Want Child within 2 Years",Use Later,0.27651143,2430,GMIR81FL.DTA,Gambia,2019
"Married, Wants Child within 2 Years",Does Not Intend,0.690882465,1297,GMIR81FL.DTA,Gambia,2019
"Married, Wants Child within 2 Years",Unsure About Use,0.110818322,1297,GMIR81FL.DTA,Gambia,2019
"Married, Wants Child within 2 Years",Use Later,0.198299213,1297,GMIR81FL.DTA,Gambia,2019
"Not Married, Not Sexually Active",Does Not Intend,0.535321463,3145,GMIR81FL.DTA,Gambia,2019
"Not Married, Not Sexually Active",Unsure About Use,0.17066089,3145,GMIR81FL.DTA,Gambia,2019
"Not Married, Not Sexually Active",Use Later,0.294017647,3145,GMIR81FL.DTA,Gambia,2019
"Not Married, Sexually Active",Does Not Intend,0.348705107,90,GMIR81FL.DTA,Gambia,2019
"Not Married, Sexually Active",Unsure About Use,0.063061,90,GMIR81FL.DTA,Gambia,2019
"Not Married, Sexually Active",Use Later,0.588233893,90,GMIR81FL.DTA,Gambia,2019
All Never Users,Does Not Intend,0.705059621,8746,GMIR60FL.DTA,Gambia,2013
All Never Users,Unsure About Use,0.085802049,8746,GMIR60FL.DTA,Gambia,2013
All Never Users,Use Later,0.200591522,8746,GMIR60FL.DTA,Gambia,2013
All Never Users,Missing,0.008546809,8746,GMIR60FL.DTA,Gambia,2013
"Infecund, Menopausal",Does Not Intend,0.864136672,1138,GMIR60FL.DTA,Gambia,2013
"Infecund, Menopausal",Unsure About Use,0.050224864,1138,GMIR60FL.DTA,Gambia,2013
"Infecund, Menopausal",Use Later,0.074101451,1138,GMIR60FL.DTA,Gambia,2013
"Infecund, Menopausal",Missing,0.011537013,1138,GMIR60FL.DTA,Gambia,2013
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.722405374,3315,GMIR60FL.DTA,Gambia,2013
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.068523339,3315,GMIR60FL.DTA,Gambia,2013
"Married, Does Not Want Child within 2 Years",Use Later,0.202971147,3315,GMIR60FL.DTA,Gambia,2013
"Married, Does Not Want Child within 2 Years",Missing,0.00610014,3315,GMIR60FL.DTA,Gambia,2013
"Married, Wants Child within 2 Years",Does Not Intend,0.789798284,1295,GMIR60FL.DTA,Gambia,2013
"Married, Wants Child within 2 Years",Unsure About Use,0.054289689,1295,GMIR60FL.DTA,Gambia,2013
"Married, Wants Child within 2 Years",Use Later,0.151993901,1295,GMIR60FL.DTA,Gambia,2013
"Married, Wants Child within 2 Years",Missing,0.003918127,1295,GMIR60FL.DTA,Gambia,2013
"Not Married, Not Sexually Active",Does Not Intend,0.602841059,2862,GMIR60FL.DTA,Gambia,2013
"Not Married, Not Sexually Active",Unsure About Use,0.128914114,2862,GMIR60FL.DTA,Gambia,2013
"Not Married, Not Sexually Active",Use Later,0.255996969,2862,GMIR60FL.DTA,Gambia,2013
"Not Married, Not Sexually Active",Missing,0.012247858,2862,GMIR60FL.DTA,Gambia,2013
"Not Married, Sexually Active",Does Not Intend,0.453116043,136,GMIR60FL.DTA,Gambia,2013
"Not Married, Sexually Active",Unsure About Use,0.118352661,136,GMIR60FL.DTA,Gambia,2013
"Not Married, Sexually Active",Use Later,0.425983924,136,GMIR60FL.DTA,Gambia,2013
"Not Married, Sexually Active",Missing,0.002547372,136,GMIR60FL.DTA,Gambia,2013
All Never Users,Does Not Intend,0.608881061,5382,GHIR72FL.DTA,Ghana,2014
All Never Users,Unsure About Use,0.094598545,5382,GHIR72FL.DTA,Ghana,2014
All Never Users,Use Later,0.296520394,5382,GHIR72FL.DTA,Ghana,2014
"Infecund, Menopausal",Does Not Intend,0.890765829,1022,GHIR72FL.DTA,Ghana,2014
"Infecund, Menopausal",Unsure About Use,0.031054338,1022,GHIR72FL.DTA,Ghana,2014
"Infecund, Menopausal",Use Later,0.078179832,1022,GHIR72FL.DTA,Ghana,2014
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.508128863,1487,GHIR72FL.DTA,Ghana,2014
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.083851694,1487,GHIR72FL.DTA,Ghana,2014
"Married, Does Not Want Child within 2 Years",Use Later,0.408019443,1487,GHIR72FL.DTA,Ghana,2014
"Married, Wants Child within 2 Years",Does Not Intend,0.663185092,347,GHIR72FL.DTA,Ghana,2014
"Married, Wants Child within 2 Years",Unsure About Use,0.067082794,347,GHIR72FL.DTA,Ghana,2014
"Married, Wants Child within 2 Years",Use Later,0.269732114,347,GHIR72FL.DTA,Ghana,2014
"Not Married, Not Sexually Active",Does Not Intend,0.546525626,2174,GHIR72FL.DTA,Ghana,2014
"Not Married, Not Sexually Active",Unsure About Use,0.134873627,2174,GHIR72FL.DTA,Ghana,2014
"Not Married, Not Sexually Active",Use Later,0.318600747,2174,GHIR72FL.DTA,Ghana,2014
"Not Married, Sexually Active",Does Not Intend,0.513487044,352,GHIR72FL.DTA,Ghana,2014
"Not Married, Sexually Active",Unsure About Use,0.099436752,352,GHIR72FL.DTA,Ghana,2014
"Not Married, Sexually Active",Use Later,0.387076204,352,GHIR72FL.DTA,Ghana,2014
All Never Users,Does Not Intend,0.380070168,11742,GUIR71FL.DTA,Guatemala,2014
All Never Users,Unsure About Use,0.005328188,11742,GUIR71FL.DTA,Guatemala,2014
All Never Users,Use Later,0.614601645,11742,GUIR71FL.DTA,Guatemala,2014
"Infecund, Menopausal",Does Not Intend,0.852223813,1517,GUIR71FL.DTA,Guatemala,2014
"Infecund, Menopausal",Unsure About Use,0.003706612,1517,GUIR71FL.DTA,Guatemala,2014
"Infecund, Menopausal",Use Later,0.144069575,1517,GUIR71FL.DTA,Guatemala,2014
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.362816096,1713,GUIR71FL.DTA,Guatemala,2014
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.005404849,1713,GUIR71FL.DTA,Guatemala,2014
"Married, Does Not Want Child within 2 Years",Use Later,0.631779055,1713,GUIR71FL.DTA,Guatemala,2014
"Married, Wants Child within 2 Years",Does Not Intend,0.492728799,317,GUIR71FL.DTA,Guatemala,2014
"Married, Wants Child within 2 Years",Unsure About Use,0.004807969,317,GUIR71FL.DTA,Guatemala,2014
"Married, Wants Child within 2 Years",Use Later,0.502463232,317,GUIR71FL.DTA,Guatemala,2014
"Not Married, Not Sexually Active",Does Not Intend,0.294200916,7884,GUIR71FL.DTA,Guatemala,2014
"Not Married, Not Sexually Active",Unsure About Use,0.00587383,7884,GUIR71FL.DTA,Guatemala,2014
"Not Married, Not Sexually Active",Use Later,0.699925255,7884,GUIR71FL.DTA,Guatemala,2014
"Not Married, Sexually Active",Does Not Intend,0.248378186,311,GUIR71FL.DTA,Guatemala,2014
"Not Married, Sexually Active",Unsure About Use,0,311,GUIR71FL.DTA,Guatemala,2014
"Not Married, Sexually Active",Use Later,0.751621814,311,GUIR71FL.DTA,Guatemala,2014
All Never Users,Does Not Intend,0.70896387,8736,GNIR71FL.DTA,Guinea,2018
All Never Users,Unsure About Use,0.118280176,8736,GNIR71FL.DTA,Guinea,2018
All Never Users,Use Later,0.172755954,8736,GNIR71FL.DTA,Guinea,2018
"Infecund, Menopausal",Does Not Intend,0.894234368,2111,GNIR71FL.DTA,Guinea,2018
"Infecund, Menopausal",Unsure About Use,0.043021255,2111,GNIR71FL.DTA,Guinea,2018
"Infecund, Menopausal",Use Later,0.062744377,2111,GNIR71FL.DTA,Guinea,2018
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.660861517,2501,GNIR71FL.DTA,Guinea,2018
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.116547794,2501,GNIR71FL.DTA,Guinea,2018
"Married, Does Not Want Child within 2 Years",Use Later,0.222590689,2501,GNIR71FL.DTA,Guinea,2018
"Married, Wants Child within 2 Years",Does Not Intend,0.779129012,1844,GNIR71FL.DTA,Guinea,2018
"Married, Wants Child within 2 Years",Unsure About Use,0.073062848,1844,GNIR71FL.DTA,Guinea,2018
"Married, Wants Child within 2 Years",Use Later,0.147808139,1844,GNIR71FL.DTA,Guinea,2018
"Not Married, Not Sexually Active",Does Not Intend,0.539984894,2045,GNIR71FL.DTA,Guinea,2018
"Not Married, Not Sexually Active",Unsure About Use,0.231076034,2045,GNIR71FL.DTA,Guinea,2018
"Not Married, Not Sexually Active",Use Later,0.228939072,2045,GNIR71FL.DTA,Guinea,2018
"Not Married, Sexually Active",Does Not Intend,0.579154299,235,GNIR71FL.DTA,Guinea,2018
"Not Married, Sexually Active",Unsure About Use,0.125239804,235,GNIR71FL.DTA,Guinea,2018
"Not Married, Sexually Active",Use Later,0.295605897,235,GNIR71FL.DTA,Guinea,2018
All Never Users,Does Not Intend,0.692954639,7747,GNIR62FL.DTA,Guinea,2012
All Never Users,Unsure About Use,0.050389054,7747,GNIR62FL.DTA,Guinea,2012
All Never Users,Use Later,0.256656307,7747,GNIR62FL.DTA,Guinea,2012
"Infecund, Menopausal",Does Not Intend,0.896442813,1578,GNIR62FL.DTA,Guinea,2012
"Infecund, Menopausal",Unsure About Use,0.027199963,1578,GNIR62FL.DTA,Guinea,2012
"Infecund, Menopausal",Use Later,0.076357224,1578,GNIR62FL.DTA,Guinea,2012
"Married, Does Not Want Child within 2 Years",Does Not Intend,0.637853075,3043,GNIR62FL.DTA,Guinea,2012
"Married, Does Not Want Child within 2 Years",Unsure About Use,0.03435076,3043,GNIR62FL.DTA,Guinea,2012
"Married, Does Not Want Child within 2 Years",Use Later,0.327796165,3043,GNIR62FL.DTA,Guinea,2012
"Married, Wants Child within 2 Years",Does Not Intend,0.755557447,1334,GNIR62FL.DTA,Guinea,2012
"Married, Wants Child within 2 Years",Unsure About Use,0.040825793,1334,GNIR62FL.DTA,Guinea,2012
"Married, Wants Child within 2 Years",Use Later,0.20361676,1334,GNIR62FL.DTA,Guinea,2012
"Not Married, Not Sexually Active",Does Not Intend,0.581476561,1538,GNIR62FL.DTA,Guinea,2012
"Not Married, Not Sexually Active",Unsure About Use,0.1142504,1538,GNIR62FL.DTA,Guinea,2012
"Not Married, Not Sexually Active",Use Later,0.30427304,1538,GNIR62FL.DTA,Guinea,2012
"Not Married, Sexually Active",Does Not Intend,0.473529347,254,GNIR62FL.DTA,Guinea,2012
"Not Married, Sexually Active",Unsure About Use,0.046291428,254,GNIR62FL.DTA,Guinea,2012
"Not Married, Sexually Active",Use Later,0.480179225,254,GNIR62FL.DTA,Guinea,2012
All Never Users,Does Not Intend,0.14081311,6408,HNIR62FL.DTA,Honduras,2011
All Never Users,Unsure About Use,0.056057326,6408,HNIR62FL.DTA,Honduras,2011
All Never Users,Use Later,0.802371671,6408,HNIR62FL.DTA,Honduras,2011
All Never Users,Missing,0.000757893,6408,HNIR62FL.DTA,Honduras,2011
"Infecund, Menopausal",Does Not Intend,0.736545088,522,HNIR62FL.DTA,Honduras,2011
"Infecund, Menopausal",Unsure About Use,0.057525229,522,HNIR62FL.DTA,Honduras,2011
"Infecund, Menopausal",Use Later,0.202317798,522,HNIR62FL.DTA,Honduras,2011
"Infecund, Menopausal",Missing,0.003611884,522,HNIR62FL.DTA,Honduras,2011
